,Turno,ID Empleado,ID Puesto,Email,Puesto,Departamento,Tipo Puesto,Nom_Completo
427,,297,90-14000,joaquin.vélez@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Joaquin Vélez
428,,510,90-14000,lorenia.robles@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Lorenia Robles
429,,1087,90-14000,francisca.monjaras@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Francisca Monjaras
430,,1204,90-14000,sandy.navarro@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Sandy Navarro
431,,322,90-14000,joel.perez@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Joel Perez
432,,1165,90-14000,sallard.coffey@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Sallard Coffey
433,,58,90-14000,guadalupe.lopez@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Guadalupe Lopez
434,,189,90-14000,jhon .misas@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Jhon  Misas
435,,660,90-14000,luz .taborda@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Luz  Taborda
436,,193,90-14000,jhuliana .velez@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Jhuliana  Velez
437,,641,90-14000,lucia.henao@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Lucia Henao
438,,721,90-14000,maria.escalante@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Maria Escalante
439,,939,90-14000,marina.calderon@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Marina Calderon
440,,1141,90-14000,ruth.soto@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Ruth Soto
441,,685,90-14000,maria.daniel@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Maria Daniel
442,,526,90-14000,lourdes.acuña@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Lourdes Acuña
443,,857,90-14000,maria.huerta@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios,Maria Huerta
444,,29,80-24100,federico.laguna@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Federico Laguna
445,,169,80-24100,maria.arango@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Maria Arango
446,,266,80-24100,francisco.borquez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Francisco Borquez
447,,447,80-24100,frias.villa@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Frias Villa
448,,733,80-24100,ortiz.diaz@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Ortiz Diaz
449,,756,80-24100,p..alvarez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,P. Alvarez
450,,1411,80-24100,pedro.gallardo@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Pedro Gallardo
451,,1619,80-24100,andrea.matus@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Andrea Matus
452,,179,80-24100,maria.arvayo@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Maria Arvayo
453,,331,80-24100,marin.sanchez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Marin Sanchez
454,,1360,80-24100,alberto.torres@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Alberto Torres
455,C,3,80-24100,rosa.romero@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Rosa Romero
456,,1189,80-24100,adolfo.gonzalez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Adolfo Gonzalez
457,,1321,80-24100,albeiro.betancur @tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Albeiro Betancur 
458,,1554,80-24100,alfredo.toyos@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Alfredo Toyos
459,,1610,80-24100,alonso.cota@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Alonso Cota
460,,1693,80-24100,angelica.quintana@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Angelica Quintana
461,,30,80-24100,veronica.morales@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Veronica Morales
462,,202,80-24100,maria.juvera@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Maria Juvera
463,,1412,80-24100,rosa.pacheco@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Rosa Pacheco
464,,1422,80-24100,reatiga.quiroga@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Reatiga Quiroga
465,,19,80-24100,manuel.burboa@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Manuel Burboa
466,,267,80-24100,maria.macen@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Maria Macen
467,,486,80-24100,gerardo.gonzales@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Gerardo Gonzales
468,,1231,80-24100,adrian.duran@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Adrian Duran
469,,1261,80-24100,aidee.neri@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Aidee Neri
470,,1325,80-24100,alberto.acevedo@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Alberto Acevedo
471,,11,80-24100,veronica.carreon@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Veronica Carreon
472,,144,80-24100,maria.aldrete@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Maria Aldrete
473,,201,80-24100,francisca.hernandez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Francisca Hernandez
474,,217,80-24100,yolanda.celaya@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Yolanda Celaya
475,,519,80-24100,miguel.alvarez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Miguel Alvarez
476,,610,80-24100,monica.mendoza@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Monica Mendoza
477,,1350,80-24100,paul.noriega@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Paul Noriega
478,,1642,80-24100,angel.meza@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Angel Meza
479,,275,80-24100,maria.mendez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Maria Mendez
480,,646,80-24100,olivia.porras@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Olivia Porras
481,,978,80-24100,ignacio.pineda@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Ignacio Pineda
482,,1933,80-24100,antonio.valencia@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Antonio Valencia
483,,64,80-24100,veronica.soqui@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Veronica Soqui
484,,1227,80-24100,adrian.campos@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Adrian Campos
485,,1337,80-24100,jeisson.castaño@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios,Jeisson Castaño
486,,31,80-22220,victor.leon@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Victor Leon
487,,587,80-22220,alberto.abril@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alberto Abril
488,,644,80-22220,carlos.cota@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Carlos Cota
489,,853,80-22220,carmen.hurtado@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Carmen Hurtado
490,,955,80-22220,juan .vasquez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Juan  Vasquez
491,,1039,80-22220,duarte.gallegos@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Duarte Gallegos
492,,1073,80-22220,alejandro.francis@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alejandro Francis
493,,1385,80-22220,guadalupe.castro@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Guadalupe Castro
494,,1468,80-22220,jesus.duarte@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Jesus Duarte
495,,1525,80-22220,carlos.peraza@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Carlos Peraza
496,,1584,80-22220,lopez.ceballos@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Lopez Ceballos
497,,1764,80-22220,edelmira.macen@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Edelmira Macen
498,,1852,80-22220,gila.vasquez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Gila Vasquez
499,,1862,80-22220,manuel.tequida@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Manuel Tequida
500,,1870,80-22220,figueroa.velarde@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Figueroa Velarde
501,,1954,80-22220,gonzalez.acosta@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Gonzalez Acosta
502,,1994,80-22220,hernado.cárdenas@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Hernado Cárdenas
503,,604,80-22220,alejandro.ochoa@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alejandro Ochoa
504,,617,80-22220,angelica.sandoval@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Angelica Sandoval
505,,751,80-22220,diego.pemberthy@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Diego Pemberthy
506,,815,80-22220,bryan.barrientos@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Bryan Barrientos
507,,832,80-22220,carlos.gonzalez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Carlos Gonzalez
508,,948,80-22220,juan.escalante@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Juan Escalante
509,,988,80-22220,luis.duran@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Luis Duran
510,,1115,80-22220,erika.grajeda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Erika Grajeda
511,,1221,80-22220,dora.santacruz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Dora Santacruz
512,,1292,80-22220,edmundo.limon@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Edmundo Limon
513,,1308,80-22220,ramon.ortiz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Ramon Ortiz
514,,1364,80-22220,felipe.prisco@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Felipe Prisco
515,,1423,80-22220,heberto.corral@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Heberto Corral
516,,1482,80-22220,alfonso.garcia@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alfonso Garcia
517,,1555,80-22220,lopez.almaraz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Lopez Almaraz
518,,1620,80-22220,luis.tequida@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Luis Tequida
519,,1771,80-22220,gabriel.romero@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Gabriel Romero
520,,1896,80-22220,roberto.salazar@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Roberto Salazar
521,,1910,80-22220,villarreal.romo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Villarreal Romo
522,,717,80-22220,carlos.villanueva@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Carlos Villanueva
523,,749,80-22220,alberto.espinoza@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alberto Espinoza
524,,757,80-22220,alejandro.lopera@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alejandro Lopera
525,,799,80-22220,antonia.sandoval@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Antonia Sandoval
526,,942,80-22220,enrique.miranda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Enrique Miranda
527,,1157,80-22220,felix.gracia@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Felix Gracia
528,,1162,80-22220,cristina.arvayo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Cristina Arvayo
529,,1365,80-22220,veronica.gallardo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Veronica Gallardo
530,,1719,80-22220,luis.valenzuela@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Luis Valenzuela
531,,1812,80-22220,egidio.amaya@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Egidio Amaya
532,,1835,80-22220,manuel.ruelas@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Manuel Ruelas
533,,1865,80-22220,lourdes.quintana@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Lourdes Quintana
534,,1939,80-22220,haydee.arvallo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Haydee Arvallo
535,,55,80-22220,victor.juvera@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Victor Juvera
536,,634,80-22220,belducea.dominguez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Belducea Dominguez
537,,1174,80-22220,manuel.jimenez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Manuel Jimenez
538,,1333,80-22220,rita.brickner@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Rita Brickner
539,,1352,80-22220,erica.diaz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Erica Diaz
540,,1689,80-22220,diego.loaiza@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Diego Loaiza
541,,1751,80-22220,gabriel.lara@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Gabriel Lara
542,,1792,80-22220,gerardo.peñuñuri@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Gerardo Peñuñuri
543,,1797,80-22220,eduardo.baldenegro@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Eduardo Baldenegro
544,,1908,80-22220,gerardo.moyon@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Gerardo Moyon
545,,1958,80-22220,ines.pineda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Ines Pineda
546,,734,80-22220,alberto.carreon@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alberto Carreon
547,,1198,80-22220,maria.medina@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Maria Medina
548,,1246,80-22220,francisco.garcia@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Francisco Garcia
549,,1293,80-22220,pablo.valenzuela@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Pablo Valenzuela
550,,1304,80-22220,enrique.romo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Enrique Romo
551,,1389,80-22220,veronica.valles@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Veronica Valles
552,,1401,80-22220,alberto.lopez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alberto Lopez
553,,1448,80-22220,alejandro.velarde@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alejandro Velarde
554,,1680,80-22220,carlos.sandoval@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Carlos Sandoval
555,,1711,80-22220,edgard.de_la_rosa@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Edgard De_La_Rosa
556,,1746,80-22220,elena.zapata@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Elena Zapata
557,,1783,80-22220,edmundo.amaya@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Edmundo Amaya
558,,1786,80-22220,jaime.prisco@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Jaime Prisco
559,,1829,80-22220,egidio.arango@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Egidio Arango
560,,1857,80-22220,esthela.silva@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Esthela Silva
561,,867,80-22220,cruz.ketchul@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Cruz Ketchul
562,,914,80-22220,dora.montiel@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Dora Montiel
563,,1100,80-22220,erendida.carrillo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Erendida Carrillo
564,,1212,80-22220,fernandez.moreno@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Fernandez Moreno
565,,1279,80-22220,marquez.machado@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Marquez Machado
566,,1353,80-22220,rodriguez.olguin@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Rodriguez Olguin
567,,1451,80-22220,irene.saavedra@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Irene Saavedra
568,,1664,80-22220,carlos.vivanco@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Carlos Vivanco
569,,1726,80-22220,duarte.rodriguez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Duarte Rodriguez
570,,1845,80-22220,lilia.banda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Lilia Banda
571,,1183,80-22220,dora.islas@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Dora Islas
572,,1672,80-22220,daniel.luna@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Daniel Luna
573,,1900,80-22220,gabriela.molina@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Gabriela Molina
574,,1983,80-22220,jeisson.taborda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Jeisson Taborda
575,,777,80-22220,alfonso.olivas@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alfonso Olivas
576,,826,80-22220,dora.celada@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Dora Celada
577,,1270,80-22220,gabriela.soto@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Gabriela Soto
578,,1436,80-22220,alejandro.contreras@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Alejandro Contreras
579,,1700,80-22220,felix.noriega@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Felix Noriega
580,,1842,80-22220,enrique.ortega@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Enrique Ortega
581,,1904,80-22220,guadalupe.ruiz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo,Guadalupe Ruiz
582,,37,55-23200,jorge.pereyda@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Jorge Pereyda
583,,49,55-23200,siqueiros.campas@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Siqueiros Campas
584,,147,55-23200,juan .zapata@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Juan  Zapata
585,,158,55-23200,lizeth.moreno@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Lizeth Moreno
586,,216,55-23200,alberto.coronado@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Alberto Coronado
587,,323,55-23200,alberto.douriet@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Alberto Douriet
588,,369,55-23200,alberto.duran@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Alberto Duran
589,,436,55-23200,alejandro.urzua@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Alejandro Urzua
590,,661,55-23200,rivera.moroyoqui@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Rivera Moroyoqui
591,,693,55-23200,soto.vasquez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Soto Vasquez
592,,706,55-23200,andrea.porras @tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Andrea Porras 
593,,782,55-23200,angel.durazo@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Angel Durazo
594,,805,55-23200,fernando.saenz@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Fernando Saenz
595,,860,55-23200,haygnes.arango@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Haygnes Arango
596,,925,55-23200,becerril.real@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Becerril Real
597,,945,55-23200,trinidad.navarro@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Trinidad Navarro
598,,1031,55-23200,imelda.rodriguez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Imelda Rodriguez
599,,1044,55-23200,francisco.rendon@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Francisco Rendon
600,,1206,55-23200,lino.perez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Lino Perez
601,,1220,55-23200,equihua.armenta@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Equihua Armenta
602,,1262,55-23200,esthela.islas@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Esthela Islas
603,,1295,55-23200,francisco.santacruz@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Francisco Santacruz
604,,1297,55-23200,fernando.zapata@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Fernando Zapata
605,,1342,55-23200,angel.sierra@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Angel Sierra
606,,1413,55-23200,blanca.silva@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Blanca Silva
607,,1424,55-23200,carlos.flores@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Carlos Flores
608,,1442,55-23200,manuel.manriquez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Manuel Manriquez
609,,1463,55-23200,gabriel.hernandez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Gabriel Hernandez
610,,1501,55-23200,francisca.juvera@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Francisca Juvera
611,,1520,55-23200,guadalupe.guerra@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Guadalupe Guerra
612,,1573,55-23200,carmen.ochoa@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Carmen Ochoa
613,,1607,55-23200,guiliberto.peinado@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Guiliberto Peinado
614,,1647,55-23200,heriberto.cota@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Heriberto Cota
615,,1702,55-23200,enrique.tortoledo@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Enrique Tortoledo
616,,1736,55-23200,felipe.taborda@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Felipe Taborda
617,,1776,55-23200,jesus.navarro@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Jesus Navarro
618,,1856,55-23200,roberto.valdez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Roberto Valdez
619,,1991,55-23200,lorenia.peinado@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Lorenia Peinado
620,,36,55-23200,carmen.gallegos@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Carmen Gallegos
621,,48,55-23200,jose.fuentes@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Jose Fuentes
622,,228,55-23200,damian.de_la_rosa@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Damian De_La_Rosa
623,,231,55-23200,lucia.lopera@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Lucia Lopera
624,,242,55-23200,luis.molina@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Luis Molina
625,,332,55-23200,maria.miranda@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Maria Miranda
626,,397,55-23200,alberto.mora @tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Alberto Mora 
627,,411,55-23200,gerardo.peraza@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Gerardo Peraza
628,,413,55-23200,maria.tanori@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Maria Tanori
629,,445,55-23200,melendrez.acosta@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Melendrez Acosta
630,,478,55-23200,alexander.zapata@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Alexander Zapata
631,,536,55-23200,alfonso.velarde@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Alfonso Velarde
632,,687,55-23200,carmen.gamez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Carmen Gamez
633,,699,55-23200,correa.aguirre@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Correa Aguirre
634,,746,55-23200,rosa.cota@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Rosa Cota
635,,752,55-23200,soto.morales@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Soto Morales
636,,773,55-23200,angel.castro@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo,Angel Castro
