,Turno,ID Empleado,Apellido,Nombre,ID Puesto,Email,Puesto,Departamento,Tipo Puesto
403,,1368,GARCIA,GERARDO,15-24100,gerardo.garcia@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
404,,1382,BUSTAMANTE,MARINA,15-24100,marina.bustamante@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
405,,1650,OLIVAS,LAGARDA,15-24100,lagarda.olivas@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
406,,1708,KETCHUL,ROMO,15-24100,romo.ketchul@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
407,,1755,BARRIOS,LEON,15-24100,leon.barrios@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
408,,1833,CORTES,ANTONIO,15-24100,antonio.cortes@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
409,,1877,MAYTORENA,MARTIN,15-24100,martin.maytorena@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
410,,1894,RODRIGUEZ,CRISTINA,15-24100,cristina.rodriguez@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
411,,1935,ZEPEDA,FRANCISCO,15-24100,francisco.zepeda@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
412,,1953,ROBLES,ELIZABETH,15-24100,elizabeth.robles@tractchun.com,Supervisor de Producción,PRODUCCION,Mandos Medios
413,,21,HEREDIA,GUADALUPE,90-14000,guadalupe.heredia@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
414,,183,AHUMADA,JAVIER,90-14000,javier.ahumada@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
415,,395,Angulo,Johana,90-14000,johana.angulo@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
416,,598,BRICKNER,LUCIA,90-14000,lucia.brickner@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
417,,16,Piedrahita,Fredy,90-14000,fredy.piedrahita@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
418,,97,Parra,Guillermo,90-14000,guillermo.parra@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
419,,281,MOLINA,JOAQUIN,90-14000,joaquin.molina@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
420,,417,Escobar,Liliana,90-14000,liliana.escobar@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
421,,471,PAZ,LORENIA,90-14000,lorenia.paz@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
422,,557,AMABILIS,LUCIA,90-14000,lucia.amabilis@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
423,,819,GALLARDO,MARIA,90-14000,maria.gallardo@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
424,,903,HURTADO,MARIA,90-14000,maria.hurtado@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
425,,118,ALDACO,IGNACIO,90-14000,ignacio.aldaco@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
426,,271,Zapata,Jhuliana ,90-14000,jhuliana .zapata@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
427,,297,Vélez,Joaquin,90-14000,joaquin.vélez@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
428,,510,ROBLES,LORENIA,90-14000,lorenia.robles@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
429,,1087,MONJARAS,FRANCISCA,90-14000,francisca.monjaras@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
430,,1204,NAVARRO,SANDY,90-14000,sandy.navarro@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
431,,322,PEREZ,JOEL,90-14000,joel.perez@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
432,,1165,COFFEY,SALLARD,90-14000,sallard.coffey@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
433,,58,LOPEZ,GUADALUPE,90-14000,guadalupe.lopez@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
434,,189,Misas,Jhon ,90-14000,jhon .misas@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
435,,660,Taborda,luz ,90-14000,luz .taborda@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
436,,193,Velez,Jhuliana ,90-14000,jhuliana .velez@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
437,,641,Henao,Lucia,90-14000,lucia.henao@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
438,,721,ESCALANTE,MARIA,90-14000,maria.escalante@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
439,,939,CALDERON,MARINA,90-14000,marina.calderon@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
440,,1141,Soto,Ruth,90-14000,ruth.soto@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
441,,685,DANIEL,MARIA,90-14000,maria.daniel@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
442,,526,ACUÑA,LOURDES,90-14000,lourdes.acuña@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
443,,857,HUERTA,MARIA,90-14000,maria.huerta@tractchun.com,Supervisor de Ingeniería de Calidad,INGENIERIA DE CALIDAD,Mandos Medios
444,,29,LAGUNA,FEDERICO,80-24100,federico.laguna@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
445,,169,Arango,Maria,80-24100,maria.arango@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
446,,266,BORQUEZ,FRANCISCO,80-24100,francisco.borquez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
447,,447,VILLA,FRIAS,80-24100,frias.villa@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
448,,733,DIAZ,ORTIZ,80-24100,ortiz.diaz@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
449,,756,ALVAREZ,P.,80-24100,p..alvarez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
450,,1411,GALLARDO,PEDRO,80-24100,pedro.gallardo@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
451,,1619,MATUS,ANDREA,80-24100,andrea.matus@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
452,,179,ARVAYO,MARIA,80-24100,maria.arvayo@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
453,,331,SANCHEZ,MARIN,80-24100,marin.sanchez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
454,,1360,TORRES,ALBERTO,80-24100,alberto.torres@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
455,C,3,ROMERO,ROSA,80-24100,rosa.romero@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
456,,1189,GONZALEZ,ADOLFO,80-24100,adolfo.gonzalez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
457,,1321,Betancur ,Albeiro,80-24100,albeiro.betancur @tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
458,,1554,TOYOS,ALFREDO,80-24100,alfredo.toyos@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
459,,1610,COTA,ALONSO,80-24100,alonso.cota@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
460,,1693,QUINTANA,ANGELICA,80-24100,angelica.quintana@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
461,,30,MORALES,VERONICA,80-24100,veronica.morales@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
462,,202,JUVERA,MARIA,80-24100,maria.juvera@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
463,,1412,PACHECO,ROSA,80-24100,rosa.pacheco@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
464,,1422,QUIROGA,REATIGA,80-24100,reatiga.quiroga@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
465,,19,BURBOA,MANUEL,80-24100,manuel.burboa@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
466,,267,MACEN,MARIA,80-24100,maria.macen@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
467,,486,GONZALES,GERARDO,80-24100,gerardo.gonzales@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
468,,1231,DURAN,ADRIAN,80-24100,adrian.duran@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
469,,1261,NERI,AIDEE,80-24100,aidee.neri@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
470,,1325,ACEVEDO,ALBERTO,80-24100,alberto.acevedo@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
471,,11,CARREON,VERONICA,80-24100,veronica.carreon@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
472,,144,ALDRETE,MARIA,80-24100,maria.aldrete@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
473,,201,HERNANDEZ,FRANCISCA,80-24100,francisca.hernandez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
474,,217,CELAYA,YOLANDA,80-24100,yolanda.celaya@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
475,,519,ALVAREZ,MIGUEL,80-24100,miguel.alvarez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
476,,610,Mendoza,Monica,80-24100,monica.mendoza@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
477,,1350,NORIEGA,PAUL,80-24100,paul.noriega@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
478,,1642,MEZA,ANGEL,80-24100,angel.meza@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
479,,275,MENDEZ,MARIA,80-24100,maria.mendez@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
480,,646,PORRAS,OLIVIA,80-24100,olivia.porras@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
481,,978,PINEDA,IGNACIO,80-24100,ignacio.pineda@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
482,,1933,Valencia,Antonio,80-24100,antonio.valencia@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
483,,64,SOQUI,VERONICA,80-24100,veronica.soqui@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
484,,1227,CAMPOS,ADRIAN,80-24100,adrian.campos@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
485,,1337,Castaño,Jeisson,80-24100,jeisson.castaño@tractchun.com,Supervisor de Producción,MANTENIMIENTO,Mandos Medios
486,,31,LEON,VICTOR,80-22220,victor.leon@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
487,,587,ABRIL,ALBERTO,80-22220,alberto.abril@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
488,,644,COTA,CARLOS,80-22220,carlos.cota@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
489,,853,HURTADO,CARMEN,80-22220,carmen.hurtado@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
490,,955,Vasquez,Juan ,80-22220,juan .vasquez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
491,,1039,GALLEGOS,DUARTE,80-22220,duarte.gallegos@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
492,,1073,FRANCIS,ALEJANDRO,80-22220,alejandro.francis@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
493,,1385,CASTRO,GUADALUPE,80-22220,guadalupe.castro@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
494,,1468,DUARTE,JESUS,80-22220,jesus.duarte@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
495,,1525,PERAZA,CARLOS,80-22220,carlos.peraza@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
496,,1584,CEBALLOS,LOPEZ,80-22220,lopez.ceballos@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
497,,1764,MACEN,EDELMIRA,80-22220,edelmira.macen@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
498,,1852,VASQUEZ,GILA,80-22220,gila.vasquez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
499,,1862,TEQUIDA,MANUEL,80-22220,manuel.tequida@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
500,,1870,VELARDE,FIGUEROA,80-22220,figueroa.velarde@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
501,,1954,ACOSTA,GONZALEZ,80-22220,gonzalez.acosta@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
502,,1994,Cárdenas,Hernado,80-22220,hernado.cárdenas@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
503,,604,OCHOA,ALEJANDRO,80-22220,alejandro.ochoa@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
504,,617,SANDOVAL,ANGELICA,80-22220,angelica.sandoval@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
505,,751,Pemberthy,Diego,80-22220,diego.pemberthy@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
506,,815,Barrientos,Bryan,80-22220,bryan.barrientos@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
507,,832,GONZALEZ,CARLOS,80-22220,carlos.gonzalez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
508,,948,ESCALANTE,JUAN,80-22220,juan.escalante@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
509,,988,DURAN,LUIS,80-22220,luis.duran@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
510,,1115,GRAJEDA,ERIKA,80-22220,erika.grajeda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
511,,1221,SANTACRUZ,DORA,80-22220,dora.santacruz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
512,,1292,LIMON,EDMUNDO,80-22220,edmundo.limon@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
513,,1308,ORTIZ,RAMON,80-22220,ramon.ortiz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
514,,1364,Prisco,Felipe,80-22220,felipe.prisco@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
515,,1423,CORRAL,HEBERTO,80-22220,heberto.corral@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
516,,1482,GARCIA,ALFONSO,80-22220,alfonso.garcia@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
517,,1555,ALMARAZ,LOPEZ,80-22220,lopez.almaraz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
518,,1620,TEQUIDA,LUIS,80-22220,luis.tequida@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
519,,1771,ROMERO,GABRIEL,80-22220,gabriel.romero@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
520,,1896,SALAZAR,ROBERTO,80-22220,roberto.salazar@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
521,,1910,ROMO,VILLARREAL,80-22220,villarreal.romo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
522,,717,VILLANUEVA,CARLOS,80-22220,carlos.villanueva@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
523,,749,ESPINOZA,ALBERTO,80-22220,alberto.espinoza@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
524,,757,Lopera,Alejandro,80-22220,alejandro.lopera@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
525,,799,SANDOVAL,ANTONIA,80-22220,antonia.sandoval@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
526,,942,MIRANDA,ENRIQUE,80-22220,enrique.miranda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
527,,1157,GRACIA,FELIX,80-22220,felix.gracia@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
528,,1162,ARVAYO,CRISTINA,80-22220,cristina.arvayo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
529,,1365,GALLARDO,VERONICA,80-22220,veronica.gallardo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
530,,1719,VALENZUELA,LUIS,80-22220,luis.valenzuela@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
531,,1812,Amaya,Egidio,80-22220,egidio.amaya@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
532,,1835,RUELAS,MANUEL,80-22220,manuel.ruelas@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
533,,1865,QUINTANA,LOURDES,80-22220,lourdes.quintana@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
534,,1939,ARVALLO,HAYDEE,80-22220,haydee.arvallo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
535,,55,JUVERA,VICTOR,80-22220,victor.juvera@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
536,,634,DOMINGUEZ,BELDUCEA,80-22220,belducea.dominguez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
537,,1174,JIMENEZ,MANUEL,80-22220,manuel.jimenez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
538,,1333,BRICKNER,RITA,80-22220,rita.brickner@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
539,,1352,DIAZ,ERICA,80-22220,erica.diaz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
540,,1689,Loaiza,Diego,80-22220,diego.loaiza@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
541,,1751,LARA,GABRIEL,80-22220,gabriel.lara@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
542,,1792,PEÑUÑURI,GERARDO,80-22220,gerardo.peñuñuri@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
543,,1797,BALDENEGRO,EDUARDO,80-22220,eduardo.baldenegro@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
544,,1908,MOYON,GERARDO,80-22220,gerardo.moyon@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
545,,1958,Pineda,Ines,80-22220,ines.pineda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
546,,734,CARREON,ALBERTO,80-22220,alberto.carreon@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
547,,1198,MEDINA,MARIA,80-22220,maria.medina@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
548,,1246,GARCIA,FRANCISCO,80-22220,francisco.garcia@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
549,,1293,VALENZUELA,PABLO,80-22220,pablo.valenzuela@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
550,,1304,ROMO,ENRIQUE,80-22220,enrique.romo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
551,,1389,VALLES,VERONICA,80-22220,veronica.valles@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
552,,1401,LOPEZ,ALBERTO,80-22220,alberto.lopez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
553,,1448,VELARDE,ALEJANDRO,80-22220,alejandro.velarde@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
554,,1680,SANDOVAL,CARLOS,80-22220,carlos.sandoval@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
555,,1711,DE_LA_ROSA,EDGARD,80-22220,edgard.de_la_rosa@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
556,,1746,Zapata,Elena,80-22220,elena.zapata@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
557,,1783,AMAYA,EDMUNDO,80-22220,edmundo.amaya@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
558,,1786,Prisco,Jaime,80-22220,jaime.prisco@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
559,,1829,Arango,Egidio,80-22220,egidio.arango@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
560,,1857,SILVA,ESTHELA,80-22220,esthela.silva@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
561,,867,KETCHUL,CRUZ,80-22220,cruz.ketchul@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
562,,914,MONTIEL,DORA,80-22220,dora.montiel@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
563,,1100,CARRILLO,ERENDIDA,80-22220,erendida.carrillo@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
564,,1212,MORENO,FERNANDEZ,80-22220,fernandez.moreno@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
565,,1279,MACHADO,MARQUEZ,80-22220,marquez.machado@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
566,,1353,OLGUIN,RODRIGUEZ,80-22220,rodriguez.olguin@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
567,,1451,SAAVEDRA,IRENE,80-22220,irene.saavedra@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
568,,1664,VIVANCO,CARLOS,80-22220,carlos.vivanco@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
569,,1726,RODRIGUEZ,DUARTE,80-22220,duarte.rodriguez@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
570,,1845,BANDA,LILIA,80-22220,lilia.banda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
571,,1183,ISLAS,DORA,80-22220,dora.islas@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
572,,1672,LUNA,DANIEL,80-22220,daniel.luna@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
573,,1900,MOLINA,GABRIELA,80-22220,gabriela.molina@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
574,,1983,Taborda,Jeisson,80-22220,jeisson.taborda@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
575,,777,OLIVAS,ALFONSO,80-22220,alfonso.olivas@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
576,,826,CELADA,DORA,80-22220,dora.celada@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
577,,1270,SOTO,GABRIELA,80-22220,gabriela.soto@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
578,,1436,CONTRERAS,ALEJANDRO,80-22220,alejandro.contreras@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
579,,1700,NORIEGA,FELIX,80-22220,felix.noriega@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
580,,1842,ORTEGA,ENRIQUE,80-22220,enrique.ortega@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
581,,1904,RUIZ,GUADALUPE,80-22220,guadalupe.ruiz@tractchun.com,Ingeniero de Procesos,MANTENIMIENTO,Operativo
582,,37,PEREYDA,JORGE,55-23200,jorge.pereyda@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
583,,49,CAMPAS,SIQUEIROS,55-23200,siqueiros.campas@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
584,,147,Zapata,Juan ,55-23200,juan .zapata@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
585,,158,Moreno,Lizeth,55-23200,lizeth.moreno@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
586,,216,CORONADO,ALBERTO,55-23200,alberto.coronado@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
587,,323,DOURIET,ALBERTO,55-23200,alberto.douriet@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
588,,369,DURAN,ALBERTO,55-23200,alberto.duran@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
589,,436,URZUA,ALEJANDRO,55-23200,alejandro.urzua@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
590,,661,MOROYOQUI,RIVERA,55-23200,rivera.moroyoqui@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
591,,693,VASQUEZ,SOTO,55-23200,soto.vasquez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
592,,706,Porras ,Andrea,55-23200,andrea.porras @tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
593,,782,DURAZO,ANGEL,55-23200,angel.durazo@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
594,,805,SAENZ,FERNANDO,55-23200,fernando.saenz@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
595,,860,Arango,Haygnes,55-23200,haygnes.arango@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
596,,925,REAL,BECERRIL,55-23200,becerril.real@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
597,,945,NAVARRO,TRINIDAD,55-23200,trinidad.navarro@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
598,,1031,RODRIGUEZ,IMELDA,55-23200,imelda.rodriguez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
599,,1044,RENDON,FRANCISCO,55-23200,francisco.rendon@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
600,,1206,PEREZ,LINO,55-23200,lino.perez@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
601,,1220,ARMENTA,EQUIHUA,55-23200,equihua.armenta@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
602,,1262,ISLAS,ESTHELA,55-23200,esthela.islas@tractchun.com,Ingeniero de Manufactura,INGENIERIA DE MANUFACTURA,Operativo
